CitizenID,HighestEducation,FieldOfStudy,GraduationYear,LanguageProficiency
1948,Master's Degree,Business,1991,Intermediate
1949,Associate's Degree,Law,1985,Fluent
1950,High School,Arts,2007,Intermediate
1951,Master's Degree,Law,2006,Basic
1952,High School,Engineering,2004,Native
1953,Master's Degree,Business,1971,Basic
1954,Bachelor's Degree,Law,1982,Intermediate
1955,Bachelor's Degree,Engineering,1970,Fluent
1956,Associate's Degree,Business,2016,Fluent
1957,Associate's Degree,Business,1989,Fluent
1958,Bachelor's Degree,Engineering,1973,Intermediate
1959,High School,Business,2002,Native
1960,Master's Degree,Law,2014,Fluent
1961,High School,Sciences,2010,Native
1962,PhD,Sciences,1986,Native
1963,High School,Business,2021,Basic
1964,High School,Business,1989,Intermediate
1965,Associate's Degree,Business,2010,Intermediate
1966,Master's Degree,Law,1987,Fluent
1967,PhD,Sciences,2001,Native
1968,Bachelor's Degree,Business,1998,Native
1969,Master's Degree,Arts,2003,Basic
1970,High School,Engineering,1981,Basic
1971,High School,Arts,1998,Fluent
1972,Associate's Degree,Sciences,2008,Fluent
1973,Master's Degree,Sciences,1992,Native
1974,Associate's Degree,Law,2014,Basic
1975,PhD,Business,1987,Intermediate
1976,Master's Degree,Arts,1975,Basic
1977,Master's Degree,Arts,1982,Intermediate
1978,High School,Engineering,1983,Native
1979,High School,Sciences,1978,Fluent
1980,PhD,Sciences,2021,Fluent
1981,Bachelor's Degree,Arts,2018,Fluent
1982,Bachelor's Degree,Arts,1991,Fluent
1983,High School,Arts,1976,Intermediate
1984,Master's Degree,Sciences,2019,Basic
1985,PhD,Engineering,1984,Intermediate
1986,Bachelor's Degree,Business,1986,Basic
1987,High School,Sciences,2018,Basic
1988,Associate's Degree,Sciences,2004,Intermediate
1989,Associate's Degree,Law,2022,Basic
1990,High School,Law,2020,Native
1991,High School,Law,2001,Basic
1992,PhD,Sciences,2010,Basic
1993,Associate's Degree,Business,1993,Intermediate
1994,PhD,Engineering,2012,Fluent
1995,Associate's Degree,Arts,1984,Native
1996,Master's Degree,Sciences,2002,Native
1997,PhD,Law,1985,Fluent
1998,Master's Degree,Sciences,2020,Basic
1999,Associate's Degree,Sciences,1984,Fluent
2000,Bachelor's Degree,Law,1992,Native
2001,Master's Degree,Arts,2008,Intermediate
2002,PhD,Business,2016,Native
2003,Master's Degree,Law,2008,Native
2004,Associate's Degree,Engineering,2001,Intermediate
2005,Master's Degree,Law,2020,Basic
2006,PhD,Arts,2007,Native
2007,Master's Degree,Law,2014,Basic
2008,High School,Engineering,1974,Fluent
2009,Bachelor's Degree,Business,1984,Basic
2010,Master's Degree,Sciences,1992,Fluent
2011,Bachelor's Degree,Arts,1988,Fluent
2012,Associate's Degree,Arts,1991,Basic
2013,Associate's Degree,Engineering,1988,Basic
2014,Master's Degree,Sciences,2016,Intermediate
2015,Associate's Degree,Sciences,2007,Basic
2016,High School,Sciences,1990,Native
2017,PhD,Arts,2014,Native
2018,PhD,Law,2002,Native
2019,Master's Degree,Law,1974,Native
2020,Bachelor's Degree,Engineering,1992,Basic
2021,High School,Sciences,1970,Native
2022,High School,Sciences,1978,Fluent
2023,PhD,Law,2019,Basic
2024,High School,Sciences,2019,Basic
2025,High School,Sciences,1986,Basic
2026,Master's Degree,Sciences,1978,Basic
2027,Bachelor's Degree,Business,2001,Basic
2028,Bachelor's Degree,Engineering,1973,Fluent
2029,Associate's Degree,Law,2011,Fluent
2030,PhD,Engineering,2002,Basic
2031,Associate's Degree,Arts,1999,Basic
2032,Associate's Degree,Arts,2010,Basic
2033,Associate's Degree,Engineering,1971,Intermediate
2034,PhD,Arts,2013,Fluent
2035,Bachelor's Degree,Sciences,1970,Basic
2036,Associate's Degree,Business,1982,Intermediate
2037,Master's Degree,Engineering,1981,Native
2038,Master's Degree,Sciences,1992,Intermediate
2039,High School,Engineering,1986,Intermediate
2040,High School,Law,1984,Intermediate
2041,PhD,Business,2014,Basic
2042,PhD,Sciences,1992,Fluent
2043,Master's Degree,Sciences,2010,Fluent
2044,Associate's Degree,Arts,1971,Fluent
2045,Master's Degree,Engineering,2017,Basic
2046,PhD,Engineering,1976,Intermediate
2047,Master's Degree,Business,1977,Basic
2048,Associate's Degree,Business,1981,Intermediate
2049,Associate's Degree,Engineering,1983,Intermediate
2050,Associate's Degree,Law,1970,Basic
2051,High School,Law,2020,Intermediate
2052,High School,Law,1992,Basic
2053,Bachelor's Degree,Arts,2020,Fluent
2054,High School,Engineering,2006,Native
2055,Bachelor's Degree,Arts,1992,Intermediate
2056,PhD,Sciences,2017,Fluent
2057,High School,Arts,1998,Fluent
2058,Bachelor's Degree,Law,2014,Intermediate
2059,High School,Business,1975,Fluent
2060,Associate's Degree,Sciences,1998,Fluent
2061,Master's Degree,Law,1974,Basic
2062,PhD,Law,1978,Intermediate
2063,Bachelor's Degree,Arts,1979,Native
2064,PhD,Law,1993,Native
2065,High School,Law,1997,Intermediate
2066,High School,Sciences,2009,Intermediate
2067,Bachelor's Degree,Law,1982,Basic
2068,Associate's Degree,Law,2014,Intermediate
2069,High School,Arts,2004,Intermediate
2070,PhD,Business,2010,Native
2071,Master's Degree,Arts,1993,Intermediate
2072,PhD,Business,1989,Native
2073,Bachelor's Degree,Engineering,1998,Basic
2074,Associate's Degree,Law,1987,Basic
2075,Master's Degree,Arts,1984,Fluent
2076,Associate's Degree,Business,1975,Intermediate
2077,High School,Law,1976,Fluent
2078,Associate's Degree,Business,2016,Fluent
2079,Bachelor's Degree,Sciences,2010,Fluent
2080,High School,Engineering,1984,Native
2081,Bachelor's Degree,Engineering,2001,Intermediate
2082,PhD,Engineering,2007,Native
2083,Bachelor's Degree,Arts,1978,Native
2084,Master's Degree,Arts,2015,Intermediate
2085,High School,Arts,1992,Fluent
2086,Master's Degree,Business,2000,Basic
2087,Associate's Degree,Sciences,2005,Fluent
2088,High School,Sciences,1982,Fluent
2089,High School,Engineering,2015,Intermediate
2090,PhD,Arts,1986,Basic
2091,Master's Degree,Law,2002,Basic
2092,Associate's Degree,Sciences,1997,Native
2093,High School,Law,2010,Intermediate
2094,High School,Business,2017,Native
2095,Master's Degree,Law,1991,Basic
2096,High School,Arts,2022,Intermediate
2097,PhD,Arts,1996,Basic
2098,Associate's Degree,Law,2012,Native
2099,PhD,Sciences,2008,Fluent
2100,Associate's Degree,Sciences,1989,Intermediate
2101,Master's Degree,Sciences,1996,Basic
2102,Associate's Degree,Sciences,1995,Basic
2103,Master's Degree,Sciences,2009,Native
2104,Master's Degree,Business,1980,Basic
2105,Master's Degree,Business,1981,Basic
2106,PhD,Law,1991,Intermediate
2107,Associate's Degree,Sciences,2019,Intermediate
2108,High School,Engineering,1988,Basic
2109,High School,Arts,2003,Basic
2110,Associate's Degree,Law,2012,Fluent
2111,Master's Degree,Law,1982,Basic
2112,Associate's Degree,Sciences,2002,Native
2113,PhD,Business,2019,Intermediate
2114,Master's Degree,Engineering,2012,Native
2115,High School,Sciences,1973,Basic
2116,PhD,Law,1984,Intermediate
2117,PhD,Law,2004,Basic
2118,Associate's Degree,Law,1973,Fluent
2119,Associate's Degree,Arts,1975,Fluent
2120,PhD,Sciences,1996,Basic
2121,High School,Business,1986,Basic
2122,Master's Degree,Business,1971,Basic
2123,Associate's Degree,Sciences,2011,Native
2124,High School,Arts,2005,Fluent
2125,Associate's Degree,Engineering,1975,Basic
2126,Bachelor's Degree,Law,1984,Basic
2127,High School,Business,1992,Intermediate
2128,PhD,Sciences,2003,Basic
2129,PhD,Law,1998,Fluent
2130,High School,Sciences,2022,Intermediate
2131,High School,Arts,2018,Basic
2132,Associate's Degree,Engineering,1996,Fluent
2133,Bachelor's Degree,Business,1997,Fluent
2134,PhD,Engineering,2013,Native
2135,Master's Degree,Arts,1984,Intermediate
2136,Associate's Degree,Sciences,2018,Native
2137,Bachelor's Degree,Law,2009,Intermediate
2138,PhD,Engineering,2012,Intermediate
2139,Master's Degree,Arts,2018,Fluent
2140,Bachelor's Degree,Law,1986,Native
2141,Bachelor's Degree,Arts,2015,Basic
2142,PhD,Business,1980,Basic
2143,PhD,Business,1994,Intermediate
2144,PhD,Engineering,2005,Basic
2145,PhD,Engineering,1980,Intermediate
2146,Master's Degree,Business,2016,Native
2147,Master's Degree,Law,1991,Native
2148,Associate's Degree,Business,2016,Native
2149,PhD,Law,1988,Basic
2150,Associate's Degree,Arts,1975,Intermediate
2151,Master's Degree,Law,1989,Basic
2152,PhD,Engineering,2011,Basic
2153,Associate's Degree,Engineering,2015,Native
2154,PhD,Engineering,1971,Intermediate
2155,PhD,Business,2016,Fluent
2156,Master's Degree,Arts,1994,Fluent
2157,Associate's Degree,Engineering,2011,Fluent
2158,High School,Sciences,2022,Intermediate
2159,Master's Degree,Law,2004,Basic
2160,PhD,Sciences,1990,Intermediate
2161,PhD,Arts,1999,Intermediate
2162,Master's Degree,Law,2017,Native
2163,Master's Degree,Business,1982,Basic
2164,Master's Degree,Engineering,2005,Fluent
2165,PhD,Law,2010,Basic
2166,PhD,Business,2018,Intermediate
2167,High School,Engineering,2000,Intermediate
2168,Bachelor's Degree,Arts,2008,Native
2169,Master's Degree,Engineering,1985,Basic
2170,High School,Business,2002,Basic
2171,High School,Law,2010,Intermediate
2172,PhD,Business,1994,Basic
2173,Bachelor's Degree,Engineering,1998,Intermediate
2174,High School,Arts,2012,Basic
2175,High School,Engineering,2015,Fluent
2176,Associate's Degree,Arts,1972,Native
2177,High School,Arts,2000,Intermediate
2178,High School,Arts,1989,Fluent
2179,High School,Engineering,1990,Native
2180,Master's Degree,Law,1992,Intermediate
2181,Master's Degree,Business,1983,Intermediate
2182,Master's Degree,Business,1988,Intermediate
2183,Bachelor's Degree,Business,2001,Native
2184,High School,Law,2021,Fluent
2185,Associate's Degree,Engineering,2001,Basic
2186,Associate's Degree,Arts,1994,Intermediate
2187,Bachelor's Degree,Business,1983,Basic
2188,Master's Degree,Engineering,2005,Basic
2189,Associate's Degree,Engineering,1983,Fluent
2190,Associate's Degree,Arts,2013,Basic
2191,Master's Degree,Engineering,1987,Intermediate
2192,Master's Degree,Engineering,2007,Native
2193,Master's Degree,Law,2003,Basic
2194,Master's Degree,Law,1973,Basic
2195,Bachelor's Degree,Sciences,2010,Fluent
2196,Bachelor's Degree,Engineering,1995,Native
2197,PhD,Sciences,1980,Fluent
2198,PhD,Law,1985,Fluent
2199,High School,Engineering,2004,Basic
2200,PhD,Sciences,1978,Native
2201,PhD,Law,1988,Fluent
2202,Associate's Degree,Sciences,1995,Native
2203,Master's Degree,Sciences,1990,Fluent
2204,PhD,Business,1979,Fluent
2205,High School,Engineering,2001,Native
2206,Master's Degree,Engineering,2011,Basic
2207,Bachelor's Degree,Business,2003,Native
2208,Master's Degree,Engineering,1987,Fluent
2209,Bachelor's Degree,Sciences,2017,Intermediate
2210,High School,Engineering,1997,Intermediate
2211,Bachelor's Degree,Sciences,2006,Intermediate
2212,Associate's Degree,Arts,1991,Fluent
2213,Master's Degree,Law,2006,Intermediate
2214,Bachelor's Degree,Law,2000,Basic
2215,Bachelor's Degree,Arts,2008,Fluent
2216,PhD,Engineering,2015,Fluent
2217,Bachelor's Degree,Business,2014,Native
2218,PhD,Sciences,2012,Basic
2219,Associate's Degree,Business,1987,Intermediate
2220,Master's Degree,Arts,2013,Intermediate
2221,Bachelor's Degree,Sciences,1970,Fluent
2222,PhD,Business,2011,Native
2223,Master's Degree,Arts,1975,Intermediate
2224,PhD,Law,2014,Fluent
2225,PhD,Sciences,1986,Basic
2226,Bachelor's Degree,Sciences,1973,Basic
2227,Associate's Degree,Business,1978,Intermediate
2228,Master's Degree,Law,1990,Basic
2229,Associate's Degree,Business,1984,Native
2230,High School,Arts,2008,Intermediate
2231,High School,Law,1995,Native
2232,Bachelor's Degree,Engineering,2022,Basic
2233,Master's Degree,Sciences,2014,Basic
2234,High School,Engineering,1981,Fluent
2235,Associate's Degree,Arts,2012,Native
2236,Associate's Degree,Law,2016,Intermediate
2237,PhD,Engineering,2016,Basic
2238,High School,Arts,1992,Basic
2239,High School,Business,2008,Basic
2240,High School,Law,1998,Fluent
2241,Bachelor's Degree,Engineering,1982,Intermediate
2242,Associate's Degree,Arts,1986,Intermediate
2243,Master's Degree,Arts,1978,Intermediate
2244,PhD,Sciences,2007,Intermediate
2245,Master's Degree,Arts,1973,Basic
2246,PhD,Arts,1990,Native
2247,PhD,Engineering,1980,Intermediate
2248,PhD,Business,1993,Fluent
2249,High School,Engineering,2002,Native
2250,High School,Engineering,1992,Native
2251,Master's Degree,Sciences,2005,Basic
2252,Master's Degree,Sciences,1993,Basic
2253,PhD,Arts,1981,Intermediate
2254,PhD,Law,2007,Fluent
2255,Master's Degree,Law,1990,Basic
2256,High School,Business,2018,Intermediate
2257,Associate's Degree,Business,1996,Intermediate
2258,PhD,Engineering,2003,Fluent
2259,Bachelor's Degree,Sciences,1994,Fluent
2260,Bachelor's Degree,Arts,2001,Native
2261,PhD,Sciences,2002,Fluent
2262,High School,Engineering,2012,Native
2263,Bachelor's Degree,Sciences,2019,Intermediate
2264,High School,Business,1999,Basic
2265,Bachelor's Degree,Sciences,2005,Fluent
2266,PhD,Sciences,2003,Fluent
2267,Master's Degree,Engineering,1982,Basic
2268,Master's Degree,Sciences,2005,Basic
2269,High School,Business,1990,Fluent
2270,High School,Engineering,1992,Native
2271,Bachelor's Degree,Sciences,2018,Native
2272,Bachelor's Degree,Law,1976,Fluent
2273,High School,Engineering,2011,Intermediate
2274,Associate's Degree,Engineering,1998,Intermediate
2275,High School,Sciences,2013,Native
2276,PhD,Law,2018,Intermediate
2277,High School,Sciences,1974,Intermediate
2278,PhD,Law,2006,Intermediate
2279,Master's Degree,Engineering,1980,Intermediate
2280,Associate's Degree,Business,1980,Fluent
2281,Bachelor's Degree,Law,1989,Native
2282,Bachelor's Degree,Arts,2000,Basic
2283,High School,Engineering,1993,Fluent
2284,Master's Degree,Sciences,2004,Fluent
2285,High School,Business,1994,Intermediate
2286,Master's Degree,Business,1984,Basic
2287,Bachelor's Degree,Sciences,1974,Native
2288,High School,Engineering,1974,Basic
2289,Associate's Degree,Sciences,1975,Native
2290,PhD,Law,2010,Native
2291,Master's Degree,Business,1991,Intermediate
2292,High School,Arts,1981,Basic
2293,Bachelor's Degree,Arts,2005,Intermediate
2294,Master's Degree,Engineering,1988,Basic
2295,Master's Degree,Engineering,1999,Basic
2296,Master's Degree,Engineering,1986,Basic
2297,High School,Law,2014,Basic
2298,Bachelor's Degree,Sciences,2002,Native
2299,Associate's Degree,Engineering,1974,Basic
2300,Bachelor's Degree,Engineering,2022,Fluent
2301,Master's Degree,Engineering,1978,Basic
2302,High School,Arts,1995,Fluent
2303,Associate's Degree,Business,2008,Native
2304,PhD,Law,2003,Basic
2305,PhD,Business,2018,Basic
2306,High School,Law,1988,Basic
2307,High School,Business,1977,Intermediate
2308,Associate's Degree,Business,1989,Basic
2309,PhD,Business,2022,Fluent
2310,Bachelor's Degree,Arts,1994,Native
2311,Bachelor's Degree,Sciences,1996,Native
2312,PhD,Business,1976,Native
2313,PhD,Business,1979,Fluent
2314,PhD,Business,1991,Intermediate
2315,Associate's Degree,Arts,2000,Intermediate
2316,Bachelor's Degree,Sciences,1982,Basic
2317,PhD,Arts,2007,Intermediate
2318,Bachelor's Degree,Arts,2007,Native
2319,High School,Business,2005,Intermediate
2320,Bachelor's Degree,Engineering,1985,Fluent
2321,PhD,Law,1981,Native
2322,Associate's Degree,Engineering,1971,Intermediate
2323,Master's Degree,Arts,1997,Native
2324,Associate's Degree,Arts,2015,Native
2325,Associate's Degree,Law,1974,Native
2326,Bachelor's Degree,Law,1976,Basic
2327,High School,Business,1979,Intermediate
2328,Bachelor's Degree,Business,2001,Basic
2329,Bachelor's Degree,Business,2015,Basic
2330,Bachelor's Degree,Engineering,2004,Fluent
2331,PhD,Law,1994,Basic
2332,Associate's Degree,Engineering,2015,Intermediate
2333,High School,Engineering,2004,Intermediate
2334,PhD,Engineering,1995,Fluent
2335,High School,Arts,2017,Intermediate
2336,Bachelor's Degree,Engineering,1981,Fluent
2337,High School,Sciences,2012,Fluent
2338,PhD,Engineering,1971,Fluent
2339,PhD,Engineering,2012,Fluent
2340,High School,Engineering,2017,Intermediate
2341,Bachelor's Degree,Arts,1997,Native
2342,Master's Degree,Business,2012,Fluent
2343,Associate's Degree,Business,1975,Basic
2344,High School,Sciences,1995,Intermediate
2345,High School,Sciences,1990,Native
2346,High School,Arts,2022,Fluent
2347,Associate's Degree,Sciences,2020,Native
2348,Associate's Degree,Sciences,1993,Intermediate
2349,Bachelor's Degree,Arts,1981,Basic
2350,Bachelor's Degree,Business,2022,Intermediate
2351,PhD,Engineering,1970,Fluent
2352,High School,Sciences,1999,Fluent
2353,Master's Degree,Business,1994,Basic
2354,Master's Degree,Business,1993,Fluent
2355,Bachelor's Degree,Sciences,2012,Fluent
2356,High School,Law,1996,Intermediate
2357,Master's Degree,Engineering,1978,Intermediate
2358,PhD,Business,2001,Native
2359,High School,Sciences,2017,Native
2360,Bachelor's Degree,Sciences,2021,Basic
2361,Bachelor's Degree,Business,2006,Intermediate
2362,Bachelor's Degree,Business,2006,Fluent
2363,PhD,Engineering,1995,Fluent
2364,Master's Degree,Business,2018,Intermediate
2365,Master's Degree,Arts,1984,Intermediate
2366,High School,Law,1970,Intermediate
2367,Bachelor's Degree,Business,1988,Intermediate
2368,High School,Business,2000,Basic
2369,High School,Business,1986,Intermediate
2370,Bachelor's Degree,Arts,1970,Basic
2371,Associate's Degree,Sciences,2007,Fluent
2372,Bachelor's Degree,Arts,2016,Basic
2373,High School,Business,1990,Native
2374,PhD,Engineering,2006,Fluent
2375,High School,Engineering,1992,Native
2376,PhD,Business,2018,Fluent
2377,Associate's Degree,Business,1970,Fluent
2378,Associate's Degree,Business,1992,Native
2379,Bachelor's Degree,Engineering,2011,Native
2380,High School,Business,1982,Basic
2381,Associate's Degree,Arts,1999,Fluent
2382,PhD,Business,1979,Native
2383,Bachelor's Degree,Law,1994,Fluent
2384,PhD,Law,1978,Native
2385,High School,Arts,1970,Fluent
2386,Bachelor's Degree,Law,2000,Fluent
2387,PhD,Sciences,2015,Basic
2388,PhD,Business,1973,Basic
2389,PhD,Sciences,1981,Fluent
2390,Bachelor's Degree,Business,1993,Fluent
2391,High School,Sciences,2002,Native
2392,High School,Sciences,2015,Intermediate
2393,Associate's Degree,Arts,1998,Intermediate
2394,High School,Law,1989,Basic
2395,PhD,Sciences,2015,Native
2396,Bachelor's Degree,Sciences,1970,Fluent
2397,Associate's Degree,Business,2018,Fluent
2398,Master's Degree,Engineering,1997,Intermediate
2399,Bachelor's Degree,Arts,1977,Native
2400,Bachelor's Degree,Arts,1998,Native
2401,PhD,Engineering,1991,Intermediate
2402,Master's Degree,Business,1990,Intermediate
2403,PhD,Sciences,2002,Native
2404,Master's Degree,Sciences,2007,Fluent
2405,High School,Engineering,2006,Basic
2406,Master's Degree,Sciences,1992,Intermediate
2407,PhD,Law,2011,Intermediate
2408,Master's Degree,Arts,2005,Native
2409,PhD,Engineering,2015,Fluent
2410,PhD,Arts,2019,Intermediate
